seconds,m,minutes,hours,sa1_maincode_2016,SA2_NAME16,SA3_NAME16,SA4_NAME16
3475,23808,57.91666667,0.965277778,11901135431,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3630,23122,60.5,1.008333333,11901135432,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3478,22889,57.96666667,0.966111111,11901135433,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3633,23086,60.55,1.009166667,11901135434,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
4045,33721,67.41666667,1.123611111,11901135435,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
4239,34185,70.65,1.1775,11901135436,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
4050,26352,67.5,1.125,11901135437,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3927,25231,65.45,1.090833333,11901135438,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
4005,25137,66.75,1.1125,11901135439,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
4040,34039,67.33333333,1.122222222,11901135440,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3731,26692,62.18333333,1.036388889,11901135441,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3728,26707,62.13333333,1.035555556,11901135442,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
4468,35799,74.46666667,1.241111111,11901135443,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3431,22832,57.18333333,0.953055556,11901135444,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3464,28154,57.73333333,0.962222222,11901135445,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3935,32775,65.58333333,1.093055556,11901135446,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3456,27490,57.6,0.96,11901135447,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3640,24415,60.66666667,1.011111111,11901135448,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3903,24754,65.05,1.084166667,11901135449,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3704,26668,61.73333333,1.028888889,11901135450,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3983,25815,66.38333333,1.106388889,11901135451,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3738,27879,62.3,1.038333333,11901135452,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3740,27877,62.33333333,1.038888889,11901135453,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3914,28100,65.23333333,1.087222222,11901135454,Bass Hill - Georges Hall,Bankstown,Sydney - Inner South West
3412,22728,56.86666667,0.947777778,11901135501,Chullora,Bankstown,Sydney - Inner South West
3410,22921,56.83333333,0.947222222,11901135502,Chullora,Bankstown,Sydney - Inner South West
3356,25209,55.93333333,0.932222222,11901135601,Condell Park,Bankstown,Sydney - Inner South West
3617,24253,60.28333333,1.004722222,11901135602,Condell Park,Bankstown,Sydney - Inner South West
3278,22433,54.63333333,0.910555556,11901135603,Condell Park,Bankstown,Sydney - Inner South West
4970,26515,82.83333333,1.380555556,11901135604,Condell Park,Bankstown,Sydney - Inner South West
3452,28718,57.53333333,0.958888889,11901135605,Condell Park,Bankstown,Sydney - Inner South West
3555,22808,59.25,0.9875,11901135606,Condell Park,Bankstown,Sydney - Inner South West
3303,22230,55.05,0.9175,11901135607,Condell Park,Bankstown,Sydney - Inner South West
3541,21909,59.01666667,0.983611111,11901135608,Condell Park,Bankstown,Sydney - Inner South West
3305,21437,55.08333333,0.918055556,11901135609,Condell Park,Bankstown,Sydney - Inner South West
3313,26424,55.21666667,0.920277778,11901135610,Condell Park,Bankstown,Sydney - Inner South West
3320,21270,55.33333333,0.922222222,11901135611,Condell Park,Bankstown,Sydney - Inner South West
3407,29337,56.78333333,0.946388889,11901135612,Condell Park,Bankstown,Sydney - Inner South West
3415,28739,56.91666667,0.948611111,11901135613,Condell Park,Bankstown,Sydney - Inner South West
3099,20961,51.65,0.860833333,11901135614,Condell Park,Bankstown,Sydney - Inner South West
2965,20769,49.41666667,0.823611111,11901135615,Condell Park,Bankstown,Sydney - Inner South West
3356,28778,55.93333333,0.932222222,11901135616,Condell Park,Bankstown,Sydney - Inner South West
3088,27653,51.46666667,0.857777778,11901135617,Condell Park,Bankstown,Sydney - Inner South West
3200,25956,53.33333333,0.888888889,11901135618,Condell Park,Bankstown,Sydney - Inner South West
3148,27549,52.46666667,0.874444444,11901135619,Condell Park,Bankstown,Sydney - Inner South West
3969,34315,66.15,1.1025,11901135620,Condell Park,Bankstown,Sydney - Inner South West
3157,25662,52.61666667,0.876944444,11901135621,Condell Park,Bankstown,Sydney - Inner South West
2886,26457,48.1,0.801666667,11901135622,Condell Park,Bankstown,Sydney - Inner South West
3561,29320,59.35,0.989166667,11901135623,Condell Park,Bankstown,Sydney - Inner South West
3481,27741,58.01666667,0.966944444,11901135624,Condell Park,Bankstown,Sydney - Inner South West
3323,25580,55.38333333,0.923055556,11901135625,Condell Park,Bankstown,Sydney - Inner South West
3310,29142,55.16666667,0.919444444,11901135626,Condell Park,Bankstown,Sydney - Inner South West
3512,26380,58.53333333,0.975555556,11901135627,Condell Park,Bankstown,Sydney - Inner South West
3200,28183,53.33333333,0.888888889,11901135628,Condell Park,Bankstown,Sydney - Inner South West
3309,28929,55.15,0.919166667,11901135629,Condell Park,Bankstown,Sydney - Inner South West
3110,20561,51.83333333,0.863888889,11901135701,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2960,20040,49.33333333,0.822222222,11901135702,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3030,17999,50.5,0.841666667,11901135703,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3045,17944,50.75,0.845833333,11901135704,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2585,17634,43.08333333,0.718055556,11901135705,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3002,16568,50.03333333,0.833888889,11901135706,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2789,18465,46.48333333,0.774722222,11901135707,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3627,22111,60.45,1.0075,11901135708,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3530,21400,58.83333333,0.980555556,11901135709,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3430,20997,57.16666667,0.952777778,11901135710,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3426,21204,57.1,0.951666667,11901135711,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2569,17800,42.81666667,0.713611111,11901135712,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2903,18405,48.38333333,0.806388889,11901135713,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2569,18107,42.81666667,0.713611111,11901135714,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2698,18617,44.96666667,0.749444444,11901135715,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2873,18832,47.88333333,0.798055556,11901135716,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3136,16914,52.26666667,0.871111111,11901135717,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2952,19209,49.2,0.82,11901135718,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3660,21864,61,1.016666667,11901135719,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3580,21183,59.66666667,0.994444444,11901135720,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3611,21575,60.18333333,1.003055556,11901135721,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3634,21685,60.56666667,1.009444444,11901135722,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3507,18386,58.45,0.974166667,11901135723,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3130,20246,52.16666667,0.869444444,11901135724,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3254,17047,54.23333333,0.903888889,11901135725,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2869,16436,47.81666667,0.796944444,11901135726,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2913,16488,48.55,0.809166667,11901135727,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3201,20549,53.35,0.889166667,11901135728,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3340,18177,55.66666667,0.927777778,11901135729,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3205,18030,53.41666667,0.890277778,11901135730,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3146,16928,52.43333333,0.873888889,11901135731,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2905,19043,48.41666667,0.806944444,11901135732,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2888,19720,48.13333333,0.802222222,11901135733,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2814,19221,46.9,0.781666667,11901135734,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3190,19753,53.16666667,0.886111111,11901135735,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3101,19973,51.68333333,0.861388889,11901135736,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2825,19478,47.08333333,0.784722222,11901135737,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3009,19524,50.15,0.835833333,11901135738,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2750,18899,45.83333333,0.763888889,11901135739,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3364,20586,56.06666667,0.934444444,11901135740,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3065,20230,51.08333333,0.851388889,11901135741,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3087,20289,51.45,0.8575,11901135742,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3172,20357,52.86666667,0.881111111,11901135743,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3137,20338,52.28333333,0.871388889,11901135744,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3387,20024,56.45,0.940833333,11901135745,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2765,19273,46.08333333,0.768055556,11901135746,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2657,16133,44.28333333,0.738055556,11901135747,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3378,19304,56.3,0.938333333,11901135748,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2623,18642,43.71666667,0.728611111,11901135749,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3413,21241,56.88333333,0.948055556,11901135750,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3074,20408,51.23333333,0.853888889,11901135751,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3165,20519,52.75,0.879166667,11901135752,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3622,22109,60.36666667,1.006111111,11901135753,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3349,20862,55.81666667,0.930277778,11901135754,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3458,21050,57.63333333,0.960555556,11901135755,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3218,20358,53.63333333,0.893888889,11901135756,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3272,20654,54.53333333,0.908888889,11901135757,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
3213,20588,53.55,0.8925,11901135758,Greenacre - Mount Lewis,Bankstown,Sydney - Inner South West
2848,23083,47.46666667,0.791111111,11901135801,Padstow,Bankstown,Sydney - Inner South West
2998,23955,49.96666667,0.832777778,11901135802,Padstow,Bankstown,Sydney - Inner South West
2760,22744,46,0.766666667,11901135803,Padstow,Bankstown,Sydney - Inner South West
3041,23357,50.68333333,0.844722222,11901135804,Padstow,Bankstown,Sydney - Inner South West
2297,22124,38.28333333,0.638055556,11901135805,Padstow,Bankstown,Sydney - Inner South West
3242,24428,54.03333333,0.900555556,11901135806,Padstow,Bankstown,Sydney - Inner South West
2457,22595,40.95,0.6825,11901135807,Padstow,Bankstown,Sydney - Inner South West
2633,22832,43.88333333,0.731388889,11901135808,Padstow,Bankstown,Sydney - Inner South West
2783,23052,46.38333333,0.773055556,11901135809,Padstow,Bankstown,Sydney - Inner South West
3067,23811,51.11666667,0.851944444,11901135810,Padstow,Bankstown,Sydney - Inner South West
3739,24013,62.31666667,1.038611111,11901135811,Padstow,Bankstown,Sydney - Inner South West
2944,23413,49.06666667,0.817777778,11901135812,Padstow,Bankstown,Sydney - Inner South West
3047,23352,50.78333333,0.846388889,11901135813,Padstow,Bankstown,Sydney - Inner South West
2839,23088,47.31666667,0.788611111,11901135814,Padstow,Bankstown,Sydney - Inner South West
2637,22810,43.95,0.7325,11901135815,Padstow,Bankstown,Sydney - Inner South West
2584,22702,43.06666667,0.717777778,11901135816,Padstow,Bankstown,Sydney - Inner South West
2902,23663,48.36666667,0.806111111,11901135817,Padstow,Bankstown,Sydney - Inner South West
3119,23948,51.98333333,0.866388889,11901135818,Padstow,Bankstown,Sydney - Inner South West
2932,23217,48.86666667,0.814444444,11901135819,Padstow,Bankstown,Sydney - Inner South West
3127,23587,52.11666667,0.868611111,11901135820,Padstow,Bankstown,Sydney - Inner South West
3223,24018,53.71666667,0.895277778,11901135821,Padstow,Bankstown,Sydney - Inner South West
2563,22715,42.71666667,0.711944444,11901135822,Padstow,Bankstown,Sydney - Inner South West
2885,23124,48.08333333,0.801388889,11901135823,Padstow,Bankstown,Sydney - Inner South West
3277,23642,54.61666667,0.910277778,11901135824,Padstow,Bankstown,Sydney - Inner South West
3779,26097,62.98333333,1.049722222,11901135825,Padstow,Bankstown,Sydney - Inner South West
3766,26003,62.76666667,1.046111111,11901135826,Padstow,Bankstown,Sydney - Inner South West
3333,25986,55.55,0.925833333,11901135827,Padstow,Bankstown,Sydney - Inner South West
3535,25695,58.91666667,0.981944444,11901135828,Padstow,Bankstown,Sydney - Inner South West
3372,22730,56.2,0.936666667,11901135829,Padstow,Bankstown,Sydney - Inner South West
3604,25653,60.06666667,1.001111111,11901135830,Padstow,Bankstown,Sydney - Inner South West
3230,22937,53.83333333,0.897222222,11901135831,Padstow,Bankstown,Sydney - Inner South West
2978,23253,49.63333333,0.827222222,11901135832,Padstow,Bankstown,Sydney - Inner South West
3570,23763,59.5,0.991666667,11901135833,Padstow,Bankstown,Sydney - Inner South West
3613,24029,60.21666667,1.003611111,11901135834,Padstow,Bankstown,Sydney - Inner South West
3975,26358,66.25,1.104166667,11901135835,Padstow,Bankstown,Sydney - Inner South West
3285,24510,54.75,0.9125,11901135836,Padstow,Bankstown,Sydney - Inner South West
3335,25368,55.58333333,0.926388889,11901135837,Padstow,Bankstown,Sydney - Inner South West
3183,24624,53.05,0.884166667,11901135838,Padstow,Bankstown,Sydney - Inner South West
3171,24387,52.85,0.880833333,11901135839,Padstow,Bankstown,Sydney - Inner South West
3023,24854,50.38333333,0.839722222,11901135840,Padstow,Bankstown,Sydney - Inner South West
3569,25706,59.48333333,0.991388889,11901135841,Padstow,Bankstown,Sydney - Inner South West
3242,24693,54.03333333,0.900555556,11901135842,Padstow,Bankstown,Sydney - Inner South West
2667,23912,44.45,0.740833333,11901135901,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2615,23871,43.58333333,0.726388889,11901135902,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2369,24913,39.48333333,0.658055556,11901135903,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2279,24784,37.98333333,0.633055556,11901135904,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2902,27642,48.36666667,0.806111111,11901135905,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3269,28194,54.48333333,0.908055556,11901135906,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2653,25302,44.21666667,0.736944444,11901135907,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2588,23918,43.13333333,0.718888889,11901135908,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3068,23479,51.13333333,0.852222222,11901135909,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2716,24099,45.26666667,0.754444444,11901135910,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3403,24148,56.71666667,0.945277778,11901135911,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2969,24791,49.48333333,0.824722222,11901135912,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3398,28740,56.63333333,0.943888889,11901135913,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2539,23841,42.31666667,0.705277778,11901135914,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2313,23521,38.55,0.6425,11901135915,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2100,23225,35,0.583333333,11901135916,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2349,23552,39.15,0.6525,11901135917,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2501,23718,41.68333333,0.694722222,11901135918,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2335,23552,38.91666667,0.648611111,11901135919,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
1985,23053,33.08333333,0.551388889,11901135920,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2982,24863,49.7,0.828333333,11901135921,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3959,24882,65.98333333,1.099722222,11901135922,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3721,26224,62.01666667,1.033611111,11901135923,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2794,24166,46.56666667,0.776111111,11901135924,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2868,24183,47.8,0.796666667,11901135925,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3312,25100,55.2,0.92,11901135926,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3052,25388,50.86666667,0.847777778,11901135927,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3918,26052,65.3,1.088333333,11901135928,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3174,25359,52.9,0.881666667,11901135929,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3072,24886,51.2,0.853333333,11901135930,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3309,24818,55.15,0.919166667,11901135931,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2895,24230,48.25,0.804166667,11901135932,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3023,24382,50.38333333,0.839722222,11901135933,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2804,24075,46.73333333,0.778888889,11901135934,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2434,22245,40.56666667,0.676111111,11901135935,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2582,23869,43.03333333,0.717222222,11901135936,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2764,25252,46.06666667,0.767777778,11901135937,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3117,28357,51.95,0.865833333,11901135938,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3105,28715,51.75,0.8625,11901135939,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3260,28933,54.33333333,0.905555556,11901135940,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3756,29647,62.6,1.043333333,11901135941,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3387,26286,56.45,0.940833333,11901135942,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3111,28830,51.85,0.864166667,11901135943,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3089,27909,51.48333333,0.858055556,11901135944,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3014,27528,50.23333333,0.837222222,11901135945,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3392,25125,56.53333333,0.942222222,11901135946,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2345,23521,39.08333333,0.651388889,11901135947,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2680,23963,44.66666667,0.744444444,11901135948,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2696,24207,44.93333333,0.748888889,11901135949,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2777,24864,46.28333333,0.771388889,11901135950,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2920,24665,48.66666667,0.811111111,11901135951,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3400,26311,56.66666667,0.944444444,11901135952,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3164,23889,52.73333333,0.878888889,11901135953,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
3132,23375,52.2,0.87,11901135954,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2647,23947,44.11666667,0.735277778,11901135955,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2535,23833,42.25,0.704166667,11901135956,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2728,24059,45.46666667,0.757777778,11901135957,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
1963,22996,32.71666667,0.545277778,11901135958,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2248,23405,37.46666667,0.624444444,11901135959,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2097,24526,34.95,0.5825,11901135960,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2735,25415,45.58333333,0.759722222,11901135961,Panania - Milperra - Picnic Point,Bankstown,Sydney - Inner South West
2525,22414,42.08333333,0.701388889,11901136001,Revesby,Bankstown,Sydney - Inner South West
2297,22074,38.28333333,0.638055556,11901136002,Revesby,Bankstown,Sydney - Inner South West
3157,23387,52.61666667,0.876944444,11901136003,Revesby,Bankstown,Sydney - Inner South West
2477,22306,41.28333333,0.688055556,11901136004,Revesby,Bankstown,Sydney - Inner South West
2488,22362,41.46666667,0.691111111,11901136005,Revesby,Bankstown,Sydney - Inner South West
3037,22902,50.61666667,0.843611111,11901136006,Revesby,Bankstown,Sydney - Inner South West
2893,22891,48.21666667,0.803611111,11901136007,Revesby,Bankstown,Sydney - Inner South West
3690,32404,61.5,1.025,11901136008,Revesby,Bankstown,Sydney - Inner South West
3642,32352,60.7,1.011666667,11901136009,Revesby,Bankstown,Sydney - Inner South West
3605,22807,60.08333333,1.001388889,11901136010,Revesby,Bankstown,Sydney - Inner South West
3658,23304,60.96666667,1.016111111,11901136011,Revesby,Bankstown,Sydney - Inner South West
3326,22897,55.43333333,0.923888889,11901136012,Revesby,Bankstown,Sydney - Inner South West
3268,24390,54.46666667,0.907777778,11901136013,Revesby,Bankstown,Sydney - Inner South West
3209,24475,53.48333333,0.891388889,11901136014,Revesby,Bankstown,Sydney - Inner South West
3184,24135,53.06666667,0.884444444,11901136015,Revesby,Bankstown,Sydney - Inner South West
2821,23649,47.01666667,0.783611111,11901136016,Revesby,Bankstown,Sydney - Inner South West
3029,23954,50.48333333,0.841388889,11901136017,Revesby,Bankstown,Sydney - Inner South West
2793,22709,46.55,0.775833333,11901136018,Revesby,Bankstown,Sydney - Inner South West
1969,21663,32.81666667,0.546944444,11901136019,Revesby,Bankstown,Sydney - Inner South West
2102,21861,35.03333333,0.583888889,11901136020,Revesby,Bankstown,Sydney - Inner South West
2354,22172,39.23333333,0.653888889,11901136021,Revesby,Bankstown,Sydney - Inner South West
2120,21861,35.33333333,0.588888889,11901136022,Revesby,Bankstown,Sydney - Inner South West
2413,22222,40.21666667,0.670277778,11901136023,Revesby,Bankstown,Sydney - Inner South West
2508,22340,41.8,0.696666667,11901136024,Revesby,Bankstown,Sydney - Inner South West
2427,22217,40.45,0.674166667,11901136025,Revesby,Bankstown,Sydney - Inner South West
2839,22797,47.31666667,0.788611111,11901136026,Revesby,Bankstown,Sydney - Inner South West
2671,22570,44.51666667,0.741944444,11901136027,Revesby,Bankstown,Sydney - Inner South West
1896,21540,31.6,0.526666667,11901136028,Revesby,Bankstown,Sydney - Inner South West
2380,22180,39.66666667,0.661111111,11901136029,Revesby,Bankstown,Sydney - Inner South West
2665,22547,44.41666667,0.740277778,11901136030,Revesby,Bankstown,Sydney - Inner South West
3095,23547,51.58333333,0.859722222,11901136031,Revesby,Bankstown,Sydney - Inner South West
2990,23053,49.83333333,0.830555556,11901136032,Revesby,Bankstown,Sydney - Inner South West
2805,22759,46.75,0.779166667,11901136033,Revesby,Bankstown,Sydney - Inner South West
2966,23005,49.43333333,0.823888889,11901136034,Revesby,Bankstown,Sydney - Inner South West
2539,22442,42.31666667,0.705277778,11901136035,Revesby,Bankstown,Sydney - Inner South West
2830,23078,47.16666667,0.786111111,11901136101,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3025,23338,50.41666667,0.840277778,11901136102,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3514,22468,58.56666667,0.976111111,11901136103,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3447,22408,57.45,0.9575,11901136104,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3518,21896,58.63333333,0.977222222,11901136105,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3499,24075,58.31666667,0.971944444,11901136106,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3604,23851,60.06666667,1.001111111,11901136107,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3880,24613,64.66666667,1.077777778,11901136108,Yagoona - Birrong,Bankstown,Sydney - Inner South West
2626,22770,43.76666667,0.729444444,11901136109,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3353,23740,55.88333333,0.931388889,11901136110,Yagoona - Birrong,Bankstown,Sydney - Inner South West
2977,21335,49.61666667,0.826944444,11901136111,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3533,22328,58.88333333,0.981388889,11901136112,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3381,21654,56.35,0.939166667,11901136113,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3549,23530,59.15,0.985833333,11901136114,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3680,23680,61.33333333,1.022222222,11901136115,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3449,23090,57.48333333,0.958055556,11901136116,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3082,21373,51.36666667,0.856111111,11901136117,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3076,21367,51.26666667,0.854444444,11901136118,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3061,21410,51.01666667,0.850277778,11901136119,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3512,22627,58.53333333,0.975555556,11901136120,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3411,21694,56.85,0.9475,11901136121,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3320,21857,55.33333333,0.922222222,11901136122,Yagoona - Birrong,Bankstown,Sydney - Inner South West
2912,21222,48.53333333,0.808888889,11901136123,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3669,28285,61.15,1.019166667,11901136124,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3489,24059,58.15,0.969166667,11901136125,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3728,28518,62.13333333,1.035555556,11901136126,Yagoona - Birrong,Bankstown,Sydney - Inner South West
3477,21978,57.95,0.965833333,11901136127,Yagoona - Birrong,Bankstown,Sydney - Inner South West
