SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Total travel time (min),Travel time decile
50403106901,17.9495,Midland,19658.69847,23.7,9
50501107001,0.0908,Joondalup,5363.925687,11.7,6
50501107002,0.2037,Joondalup,3823.905265,9,5
50501107003,0.1795,Joondalup,3413.029158,8.3,4
50501107004,0.206,Joondalup,4437.735957,10.4,6
50501107005,0.3956,Joondalup,3329.44094,10.3,5
50501107006,0.1837,Joondalup,3548.569262,9.2,5
50501107007,0.4597,Joondalup,3975.628428,9.6,5
50501107008,0.5373,Joondalup,4907.393291,11.3,6
50501107009,0.1761,Joondalup,4752.402244,10.6,6
50501107010,0.1499,Joondalup,5358.640802,12.2,7
50501107011,0.2516,Joondalup,5753.03513,12.1,7
50501107012,0.1778,Joondalup,5941.335518,12.7,7
50501107013,0.1233,Joondalup,4031.885202,9.7,5
50501107014,0.243,Joondalup,3830.945126,9.2,5
50501107015,0.2725,Joondalup,4231.382201,10.1,5
50501107016,0.3052,Joondalup,5580.253701,13.1,7
50501107017,0.2132,Joondalup,5697.972347,10.2,5
50501107018,0.2708,Joondalup,5329.66938,11.5,6
50501107019,0.2154,Joondalup,4896.451493,10.6,6
50501107020,0.2157,Joondalup,4069.825086,9.4,5
50501107021,0.1665,Joondalup,4233.309329,9.7,5
50501107022,0.1758,Joondalup,4535.516008,10.7,6
50501107023,1.7859,Joondalup,5122.717086,13.1,7
50501107024,0.1326,Joondalup,3701.030464,9.5,5
50501107101,0.2278,Joondalup,3984.864343,7.8,4
50501107102,0.1357,Joondalup,4346.22081,9.5,5
50501107103,0.2193,Joondalup,3126.46284,6.2,2
50501107104,0.2326,Joondalup,4081.609414,10,5
50501107105,0.1751,Joondalup,2956.854358,7.2,3
50501107106,0.2286,Joondalup,4498.762058,8.8,4
50501107107,0.1492,Joondalup,4140.274077,8.5,4
50501107108,0.1579,Joondalup,3498.684732,8.7,4
50501107109,0.1269,Joondalup,3195.113036,9.6,5
50501107110,0.1886,Joondalup,3778.371649,9,5
50501107111,0.1211,Joondalup,3527.760985,8.8,4
50501107112,0.1408,Joondalup,3511.717599,7.7,4
50501107113,0.2158,Joondalup,3187.181762,6.8,3
50501107114,0.1457,Joondalup,4852.211636,10.5,6
50501107115,0.112,Joondalup,4980.384426,9.9,5
50501107116,0.1833,Joondalup,4807.305337,9.5,5
50501107117,0.1572,Joondalup,4410.768972,9.1,5
50501107118,0.3665,Joondalup,2885.197768,6.6,3
50501107119,0.1116,Joondalup,2602.484529,6.3,2
50501107120,0.1222,Joondalup,2550.519847,5.2,2
50501107121,0.1283,Joondalup,5297.390834,9.2,5
50501107122,0.169,Joondalup,3661.994303,9.9,5
50501107123,0.1745,Joondalup,3522.467319,9.4,5
50501107124,0.1736,Joondalup,3901.92482,10.1,5
50501107125,0.1855,Joondalup,2069.316621,5.8,2
50501107126,0.1333,Joondalup,2320.459626,6.7,3
50501107127,0.2226,Joondalup,2169.968903,5.8,2
50501107128,0.134,Joondalup,2565.536039,7.5,3
50501107129,0.1147,Joondalup,2807.015009,6.3,2
50501107130,0.0816,Joondalup,2468.226089,8.2,4
50501107131,0.0976,Joondalup,3187.070132,6.7,3
50501107132,0.1448,Joondalup,2722.54406,7.2,3
50501107133,0.2313,Joondalup,3069.361078,8.4,4
50501107134,0.1715,Joondalup,2226.582255,5.2,2
50501107135,0.2794,Joondalup,1724.114329,6.9,3
50501107201,0.1035,Warwick Grove,3101.252449,8.7,4
50501107202,0.1127,Warwick Grove,2103.061203,7.3,3
50501107203,0.2577,Warwick Grove,4686.07057,10.2,5
50501107204,0.3111,Warwick Grove,4144.241382,10.1,5
50501107205,0.3511,Warwick Grove,3662.735742,9.9,5
50501107206,0.2179,Warwick Grove,1713.887933,6.1,2
50501107207,0.1862,Warwick Grove,1706.380691,6.5,3
50501107208,0.1967,Warwick Grove,2208.280035,6.4,3
50501107209,0.2512,Warwick Grove,2468.413595,8.6,4
50501107210,0.1496,Warwick Grove,2727.210674,8.3,4
50501107211,0.1028,Warwick Grove,2994.443567,9,5
50501107212,0.2146,Warwick Grove,3021.927385,8.9,4
50501107213,0.2359,Warwick Grove,4288.970991,9.2,5
50501107214,0.4882,Warwick Grove,4091.531646,10.2,5
50501107215,0.4095,Warwick Grove,3555.72963,9.6,5
50501107216,0.2754,Warwick Grove,3569.079641,8.7,4
50501107217,0.21,Warwick Grove,3188.754719,8.5,4
50501107218,0.166,Warwick Grove,3502.516861,8.4,4
50501107219,0.1934,Warwick Grove,3617.937638,7.9,4
50501107220,0.2838,Warwick Grove,4139.877689,8.9,4
50501107221,0.1493,Warwick Grove,3223.799685,9.8,5
50501107222,0.1622,Warwick Grove,3638.169183,10.4,6
50501107223,0.2284,Warwick Grove,3956.692514,10.2,5
50501107224,0.2567,Warwick Grove,4640.65635,10.9,6
50501107225,0.181,Warwick Grove,3042.298846,9.1,5
50501107226,0.2306,Warwick Grove,3019.360213,8,4
50501107227,0.1746,Warwick Grove,2577.434693,6.1,2
50501107228,0.2278,Warwick Grove,2650.466313,8.4,4
50501107229,0.1585,Warwick Grove,2504.9285,8.3,4
50501107230,0.2419,Warwick Grove,2129.041651,6.7,3
50501107231,0.2666,Warwick Grove,4365.498239,11.2,6
50501107232,0.267,Warwick Grove,4122.437468,9.2,5
50501107233,0.2152,Warwick Grove,5002.694054,10.7,6
50501107234,0.172,Warwick Grove,5172.534321,11.7,6
50501107301,0.2421,Warwick Grove,1330.695017,4.7,1
50501107302,0.1983,Warwick Grove,2197.144545,6.1,2
50501107303,0.2146,Warwick Grove,2707.36026,6.9,3
50501107304,0.2633,Warwick Grove,1718.756025,5.8,2
50501107305,0.3072,Warwick Grove,2283.919536,6.5,3
50501107306,0.1927,Warwick Grove,1719.844397,5.9,2
50501107307,0.1353,Warwick Grove,2064.812398,6,2
50501107308,0.2404,Warwick Grove,1741.492807,5.7,2
50501107309,0.1872,Warwick Grove,2334.388908,7.5,3
50501107310,0.2345,Warwick Grove,1738.292781,6,2
50501107311,0.3876,Warwick Grove,1225.770337,5.2,2
50501107312,0.205,Warwick Grove,1290.599231,5.6,2
50501107313,0.0843,Warwick Grove,1691.525546,8.9,4
50501107314,0.3295,Warwick Grove,2242.878535,5.7,2
50501107315,0.1274,Warwick Grove,2078.062533,6.2,2
50501107316,0.1894,Warwick Grove,2512.914238,7,3
50501107317,0.4076,Warwick Grove,208.5516855,1.5,1
50501107318,0.135,Warwick Grove,803.2493363,3.3,1
50501107319,0.2724,Warwick Grove,348.1901228,3.2,1
50501107320,0.2008,Warwick Grove,779.3162178,4.4,1
50501107321,0.2566,Warwick Grove,942.1055614,3.9,1
50501107322,0.1115,Warwick Grove,459.1662617,2.2,1
50501107323,0.1733,Warwick Grove,706.5584969,3.6,1
50501107324,0.1663,Warwick Grove,1416.547211,5,2
50501107325,0.2217,Warwick Grove,1567.177784,5.5,2
50501107326,0.1538,Warwick Grove,1763.193618,5.3,2
50501107327,0.267,Warwick Grove,2090.737552,6.5,3
50501107328,0.2068,Warwick Grove,2602.613895,6.7,3
50501107329,0.3422,Warwick Grove,3369.514078,8.9,4
50501107330,0.1667,Warwick Grove,2207.189958,6.7,3
50501107331,0.3496,Warwick Grove,1217.528053,3.6,1
50501107332,0.2415,Warwick Grove,1130.476793,4.2,1
50501107333,0.9688,Warwick Grove,798.5678741,5.3,2
50501107334,0.1527,Warwick Grove,1825.32955,6.1,2
50501107335,0.2313,Warwick Grove,2935.387478,7.7,4
50501107401,0.2493,Joondalup,3394.265227,8.5,4
50501107402,0.2815,Joondalup,2760.939103,7.7,4
50501107403,0.2465,Joondalup,2969.807232,8,4
50501107404,0.4169,Joondalup,1529.189287,6.4,3
50501107405,0.2049,Joondalup,2435.696792,8.3,4
50501107406,1.1196,Joondalup,2189.641575,9,5
50501107407,0.2109,Joondalup,2657.06119,7.1,3
50501107408,0.3207,Joondalup,2856.23908,8.2,4
50501107409,0.2629,Joondalup,2428.80854,8.2,4
50501107410,0.2482,Joondalup,2011.850202,7.4,3
50501107411,0.2287,Joondalup,3091.868025,7.1,3
50501107412,0.3745,Joondalup,2131.715722,9.2,5
50501107413,0.3008,Joondalup,2472.587456,8.8,4
50501107414,0.2228,Joondalup,2651.199546,9.6,5
50501107415,0.3161,Joondalup,3074.053142,10,5
50501107416,0.2799,Joondalup,3251.76662,9.4,5
50501107417,0.2573,Joondalup,2952.860752,8.8,4
50501107418,0.2726,Joondalup,2965.117213,7.7,4
50501107419,0.2548,Joondalup,2539.907208,7,3
50501107420,0.3073,Joondalup,1645.105473,7.4,3
50501107421,0.2497,Joondalup,2045.712044,6.5,3
50501107501,0.7432,Joondalup,8292.536843,16.7,8
50501107502,0.3594,Joondalup,7634.879786,14.6,8
50501107503,0.2689,Warwick Grove,6551.586287,13.6,7
50501107504,0.2264,Warwick Grove,6254.67816,13.2,7
50501107505,0.1241,Warwick Grove,6614.482418,13.6,7
50501107506,0.2476,Joondalup,7137.420695,14.2,8
50501107507,0.1277,Joondalup,6815.259255,13.9,8
50501107508,0.4761,Joondalup,6614.030323,13,7
50501107509,0.2344,Joondalup,7488.599519,14.8,8
50501107510,0.2214,Joondalup,7267.496262,14.4,8
50501107511,0.1883,Joondalup,7622.334208,16.3,8
50501107512,0.2538,Warwick Grove,5980.443506,12.7,7
50501107513,0.2184,Warwick Grove,6881.492663,13.5,7
50501107514,0.1549,Warwick Grove,7243.520177,13.4,7
50501107515,0.3441,Joondalup,6915.202223,16,8
50501107516,0.1907,Joondalup,7985.26375,17.5,9
50501107517,0.077,Joondalup,7684.988216,18,9
50501107518,0.172,Joondalup,7509.025598,15,8
50501107519,0.1294,Joondalup,7341.741348,16.1,8
50501107520,0.5872,Warwick Grove,7345.956787,13.8,7
50501107521,0.2086,Warwick Grove,6366.728699,13.4,7
50501107522,0.5246,Warwick Grove,6908.407993,12.9,7
50501107523,0.174,Warwick Grove,6888.960101,13.7,7
50501107601,0.1871,Joondalup,3866.359861,8.7,4
50501107602,0.1403,Joondalup,3556.918804,9.4,5
50501107603,0.2654,Joondalup,3781.164242,8.4,4
50501107604,0.1468,Joondalup,3609.905412,8.3,4
50501107606,0.1037,Joondalup,3390.714195,10.7,6
50501107607,0.1147,Joondalup,3344.514213,8.5,4
50501107608,0.2318,Joondalup,3795.585904,9.4,5
50501107609,0.3093,Joondalup,4369.204592,10.3,5
50501107611,0.4393,Joondalup,4337.454741,9.7,5
50501107612,0.3181,Joondalup,4300.209346,9.4,5
50501107613,0.264,Joondalup,4811.627358,9.3,5
50501107614,0.4521,Joondalup,4806.22024,9.3,5
50501107615,1.5684,Joondalup,5844.75871,9.7,5
50501107616,0.4637,Joondalup,4357.177794,8.7,4
50501107617,0.8292,Joondalup,5377.02992,10.9,6
50501107701,0.5796,Joondalup,1268.159458,4.3,1
50501107702,0.1448,Joondalup,3815.318374,9.6,5
50501107703,0.0968,Joondalup,855.9684851,3.1,1
50501107704,0.2927,Joondalup,652.5222648,2.3,1
50501107705,0.2327,Joondalup,435.9162986,2.5,1
50501107706,0.1803,Joondalup,3279.023479,10.7,6
50501107707,0.163,Joondalup,3184.787175,8.6,4
50501107708,0.2856,Joondalup,2779.583298,8.3,4
50501107709,0.0579,Joondalup,2372.468725,6.3,2
50501107710,0.1874,Joondalup,2494.558541,6.4,3
50501107711,0.1363,Joondalup,1755.847435,5.2,2
50501107712,0.2115,Joondalup,2119.530902,5.4,2
50501107713,0.3918,Joondalup,336.3230917,3,1
50501107714,0.1277,Joondalup,754.2929822,3.4,1
50501107715,0.1326,Joondalup,402.9332201,2.4,1
50501107716,1.5171,Joondalup,807.8484123,4.9,2
50501107717,0.1228,Joondalup,2597.905874,6.4,3
50501107718,0.2128,Joondalup,2060.51792,5.4,2
50501107719,1.1198,Joondalup,1440.335472,5.4,2
50501107720,0.2799,Joondalup,2563.012879,5.6,2
50501107721,0.273,Joondalup,1960.931596,6.5,3
50501107722,0.1745,Joondalup,1684.202745,9.4,5
50501107723,0.4371,Joondalup,2053.460687,9.1,5
50501107724,0.2036,Joondalup,1597.127855,5.9,2
50501107725,0.2435,Joondalup,2403.01179,8.8,4
50501107726,0.3261,Joondalup,2913.890429,7.1,3
50501107727,0.2008,Joondalup,2923.717053,8.5,4
50501107728,0.1405,Joondalup,3560.649139,8.3,4
50501107729,0.1789,Joondalup,3696.058073,8.1,4
50501107730,0.1594,Joondalup,1598.762516,5.5,2
50501107731,0.2,Joondalup,1262.518138,4.1,1
50501107732,0.1413,Joondalup,908.8551919,2.6,1
50501107733,0.4119,Joondalup,3032.347859,7.2,3
50501107734,5.6311,Joondalup,1173.798398,3,1
50501107735,0.158,Joondalup,2559.898286,5.8,2
50501107736,0.2701,Joondalup,2149.019381,5.4,2
50501107801,0.1915,Warwick Grove,3370.473884,14.6,8
50501107802,0.174,Warwick Grove,3678.651987,9,5
50501107803,0.1977,Warwick Grove,4087.357342,9,5
50501107804,0.186,Warwick Grove,4407.341133,10.1,5
50501107805,0.1424,Warwick Grove,3636.723692,9,5
50501107806,0.1246,Warwick Grove,3784.249488,8.9,4
50501107807,0.2693,Warwick Grove,4028.442493,9.7,5
50501107808,0.2156,Warwick Grove,4594.34317,9.8,5
50501107809,0.1467,Warwick Grove,2603.816785,8,4
50501107810,0.1241,Warwick Grove,2854.048998,8,4
50501107811,0.2541,Warwick Grove,5116.309651,12,7
50501107812,0.2448,Warwick Grove,3212.695477,8.4,4
50501107813,0.1155,Warwick Grove,3421.615069,8.8,4
50501107814,0.192,Warwick Grove,3192.738142,8.8,4
50501107815,0.1823,Warwick Grove,3610.116381,10,5
50501107816,0.1765,Warwick Grove,2715.586135,7.4,3
50501107817,0.1859,Warwick Grove,2674.926565,7.5,3
50501107818,0.179,Warwick Grove,4662.714745,11.9,7
50501107819,0.1293,Warwick Grove,4367.477168,11.6,6
50501107820,0.1182,Warwick Grove,4942.879236,11.4,6
50501107821,0.182,Warwick Grove,4681.528502,10.4,6
50501107822,0.2856,Warwick Grove,3977.981839,10.8,6
50501107823,0.3757,Warwick Grove,4299.342555,9.7,5
50501107824,0.1575,Warwick Grove,3143.374693,8.5,4
50501107825,0.124,Warwick Grove,3332.469123,8.1,4
50501107826,1.4663,Warwick Grove,3493.096523,11.3,6
50501107827,0.1236,Warwick Grove,2940.96158,7.2,3
50501107828,0.1684,Warwick Grove,2819.311779,8.6,4
50501107829,0.1722,Warwick Grove,3594.029851,8.8,4
50501107830,0.1604,Warwick Grove,3931.980985,9.4,5
50501107831,0.1026,Warwick Grove,4156.156629,11.4,6
50501107832,0.3937,Warwick Grove,4695.681443,7.3,3
50501107833,0.4198,Warwick Grove,4169.175931,10.3,5
50501107834,0.0831,Warwick Grove,2972.618376,8.4,4
50501107835,0.0894,Warwick Grove,2613.837948,7.6,3
50501107901,0.1999,Joondalup,4832.595252,11.3,6
50501107902,0.1855,Joondalup,4632.215163,11,6
50501107903,0.0904,Joondalup,4782.039105,12,7
50501107904,0.2184,Joondalup,5865.107811,12.8,7
50501107905,0.2225,Joondalup,5344.953668,12,7
50501107906,0.2687,Joondalup,6908.468806,17.9,9
50501107907,0.2708,Joondalup,6286.353302,13.5,7
50501107908,0.2946,Joondalup,6296.862952,14.4,8
50501107909,0.217,Joondalup,5453.239287,11.8,6
50501107910,0.1959,Joondalup,5131.894969,12.4,7
50501107911,0.1897,Joondalup,5047.719746,11.5,6
50501107912,0.204,Joondalup,5337.555308,12.4,7
50501107913,0.268,Joondalup,5768.354758,13.2,7
50501107914,0.2493,Joondalup,5728.214533,11.3,6
50501107915,0.2286,Joondalup,5743.797674,12.8,7
50501107916,0.1766,Joondalup,6349.40742,15.5,8
50501107917,0.1538,Joondalup,4575.624289,11.3,6
50501107918,0.1788,Joondalup,5943.305149,13.1,7
50501107919,0.1873,Joondalup,5100.10866,11.4,6
50501107920,0.1475,Joondalup,5411.613009,12.5,7
50501107921,0.2606,Joondalup,5884.284711,12.8,7
50501107922,0.3082,Joondalup,4554.861524,11.1,6
50501107923,0.1695,Joondalup,4203.989381,10.8,6
50501107924,0.2746,Joondalup,6719.978533,14,8
50501107925,0.2143,Joondalup,3953.42786,10.3,5
50501107926,0.2727,Joondalup,4467.842716,10.3,5
50501107927,0.2408,Joondalup,4984.120469,12.4,7
50501108001,0.1752,Joondalup,4154.667786,11.8,6
50501108002,0.1989,Joondalup,3330.334307,8.8,4
50501108003,0.1584,Joondalup,3363.89562,8.3,4
50501108004,0.2394,Joondalup,3519.989555,10.5,6
50501108005,0.3235,Joondalup,3455.885406,9.2,5
50501108006,0.0962,Joondalup,3982.884092,9.9,5
50501108007,0.2187,Joondalup,3929.443032,9.6,5
50501108008,0.2474,Joondalup,3455.860295,7.8,4
50501108009,0.166,Joondalup,4414.363,10.5,6
50501108010,0.178,Joondalup,4134.543252,9.2,5
50501108011,0.2025,Joondalup,4152.778517,10.4,6
50501108012,0.1599,Joondalup,3878.890227,8.8,4
50501108013,0.1733,Joondalup,3778.454105,8.8,4
50501108014,0.2391,Joondalup,3882.173509,8.3,4
50501108015,0.1309,Joondalup,4171.788085,9.1,5
50501108016,1.2495,Joondalup,4463.673611,8,4
50501108017,0.1281,Joondalup,3195.849013,8.2,4
50501108018,0.1295,Joondalup,3860.264833,9.5,5
50501108019,0.216,Joondalup,4159.541937,10.7,6
50501108020,0.1967,Joondalup,3448.089076,9.2,5
50501108021,0.1364,Joondalup,3906.368414,9.6,5
50501108022,0.1888,Joondalup,3683.536854,8.6,4
50501108023,0.1122,Joondalup,3667.770243,9,5
50501108101,0.1488,Joondalup,6205.516823,12.2,7
50501108102,0.1972,Joondalup,5926.397929,11.5,6
50501108103,0.1903,Warwick Grove,6027.854309,13.8,7
50501108104,0.2822,Warwick Grove,6291.731479,13.4,7
50501108105,0.1273,Warwick Grove,5936.03329,12.7,7
50501108106,0.1763,Warwick Grove,6066.512814,13.7,7
50501108107,0.2274,Joondalup,6315.089416,11.5,6
50501108108,0.1949,Warwick Grove,5508.095718,11.3,6
50501108109,0.1367,Joondalup,6782.215103,12.6,7
50501108110,0.1918,Warwick Grove,6225.322156,13.2,7
50501108111,0.1909,Joondalup,6657.328319,14.3,8
50501108112,0.3008,Joondalup,6334.443389,11.9,7
50501108113,0.1522,Joondalup,6255.992882,12,7
50501108114,0.1851,Warwick Grove,4288.229395,9.6,5
50501108115,0.2049,Warwick Grove,5856.919641,12.2,7
50501108116,1.2884,Warwick Grove,5126.855476,12.8,7
50501108117,0.2233,Warwick Grove,5568.690869,12.5,7
50501108118,0.1474,Warwick Grove,5611.279172,13.4,7
50501108119,0.2192,Warwick Grove,5398.128172,10.9,6
50501108120,0.1483,Warwick Grove,5464.879298,11.3,6
50501108121,0.1715,Warwick Grove,5031.129714,12.5,7
50501108122,0.0831,Warwick Grove,5229.608795,12.1,7
50501108123,0.5816,Warwick Grove,4832.195418,11.2,6
50501108124,0.2652,Warwick Grove,4217.512849,11,6
50501108201,0.15,Warwick Grove,5527.075562,11.4,6
50501108202,0.2232,Warwick Grove,5270.344235,12.5,7
50501108203,0.1438,Warwick Grove,5002.595205,10.3,5
50501108204,0.1462,Warwick Grove,4532.258953,9.9,5
50501108205,0.0998,Warwick Grove,5686.97003,12.5,7
50501108206,0.2868,Warwick Grove,5504.082248,10.4,6
50501108207,0.2015,Warwick Grove,5151.078964,10.5,6
50501108208,0.13,Warwick Grove,5173.980521,10.6,6
50501108209,0.1871,Warwick Grove,5455.719147,10.4,6
50501108210,0.1392,Warwick Grove,5132.188258,14.4,8
50501108211,0.1995,Warwick Grove,5496.147569,11.4,6
50501108212,0.2289,Warwick Grove,6079.9502,12.9,7
50501108213,0.1707,Warwick Grove,6569.04767,14.2,8
50501108214,0.209,Warwick Grove,4771.981432,9.9,5
50501108215,0.1725,Warwick Grove,4754.732324,9.6,5
50501108216,0.1402,Warwick Grove,6247.885102,13.7,7
50501108217,0.1418,Warwick Grove,5968.479165,12,7
50501108218,0.1754,Warwick Grove,4971.900016,10.7,6
50501108219,0.2098,Warwick Grove,4724.755633,10.7,6
50501108220,0.1411,Warwick Grove,5032.76046,10.8,6
50501108221,0.1401,Warwick Grove,5633.57002,11.6,6
50501108222,0.2717,Warwick Grove,6238.913616,12.9,7
50501108223,0.2137,Warwick Grove,5802.654521,13.4,7
50501108224,0.1719,Warwick Grove,5328.752537,11.5,6
50501108225,0.3016,Warwick Grove,5791.606709,12.7,7
50501108301,0.132,Warwick Grove,4991.628096,12.5,7
50501108302,0.1827,Joondalup,5580.136568,12,7
50501108303,0.1482,Joondalup,5400.11833,13.4,7
50501108304,0.1274,Joondalup,5026.683418,12.1,7
50501108305,0.1391,Joondalup,4739.814846,11.4,6
50501108306,0.1176,Warwick Grove,5302.165396,11.8,6
50501108307,0.168,Warwick Grove,4621.436451,10.7,6
50501108308,0.0903,Warwick Grove,5043.853965,11.7,6
50501108309,0.7008,Warwick Grove,5068.403919,10.7,6
50501108310,0.3352,Joondalup,5446.79286,11.7,6
50501108311,0.0993,Warwick Grove,4946.014027,12.2,7
50501108312,0.1113,Joondalup,5633.743215,12,7
50501108313,0.1554,Warwick Grove,5727.925769,12.7,7
50501108314,0.1693,Warwick Grove,5763.87199,13.8,7
50501108315,0.074,Joondalup,5592.06328,12.7,7
50501108316,0.1322,Joondalup,5310.926552,12.7,7
50501108317,0.1805,Joondalup,4976.904536,11.6,6
50501108318,0.1563,Warwick Grove,5627.900839,13,7
50501108319,0.0939,Warwick Grove,5831.052902,12.8,7
50501108320,0.1511,Warwick Grove,5088.032614,11.8,6
50501108321,0.1425,Warwick Grove,5540.576274,12.9,7
50501108322,0.1943,Joondalup,4903.702087,11.1,6
50501108323,0.1256,Joondalup,4509.733885,11,6
50501108324,0.1069,Joondalup,4143.298079,10.6,6
50501108325,0.1631,Joondalup,4317.04481,10.1,5
50501108326,1.469,Warwick Grove,5948.759115,14,8
50501108327,0.1272,Warwick Grove,5277.225524,12.3,7
50501108328,0.5043,Warwick Grove,5943.428701,13.1,7
50501108329,0.2783,Joondalup,4667.300142,11.8,6
50501108330,0.4118,Joondalup,4220.633451,10.7,6
50501108331,0.2086,Warwick Grove,5674.696378,12.6,7
50502108401,0.2765,Warwick Grove,1362.553229,5.4,2
50502108402,0.2397,Warwick Grove,787.3179313,4.6,1
50502108403,0.234,Warwick Grove,1099.834215,5.4,2
50502108404,0.1657,Mirrabooka,3185.789854,7.3,3
50502108405,0.1566,Mirrabooka,3066.327084,7.2,3
50502108406,0.1399,Warwick Grove,780.457967,4.7,1
50502108407,0.6725,Warwick Grove,1740.938787,7.2,3
50502108408,0.1398,Warwick Grove,499.6918545,4.2,1
50502108409,0.1778,Warwick Grove,1059.639674,4,1
50502108410,0.2115,Warwick Grove,1422.036695,5.2,2
50502108411,0.1865,Warwick Grove,1105.376238,4.6,1
50502108412,0.2008,Innaloo,3165.177563,10.5,6
50502108413,0.4224,Innaloo,2887.518228,9.7,5
50502108414,0.1718,Innaloo,3317.290061,10.9,6
50502108415,0.1673,Warwick Grove,1122.533576,5.8,2
50502108416,0.2586,Warwick Grove,1087.544225,5.9,2
50502108417,0.263,Warwick Grove,805.3510682,4.4,1
50502108418,0.3394,Warwick Grove,1450.959247,6.4,3
50502108419,0.1574,Warwick Grove,2933.404765,11.2,6
50502108420,0.1806,Warwick Grove,3326.8367,10.5,6
50502108421,0.2649,Warwick Grove,2985.675609,10.1,5
50502108422,2.4867,Warwick Grove,2209.427691,6.3,2
50502108423,0.1422,Warwick Grove,2905.646806,8.6,4
50502108424,0.1773,Warwick Grove,3300.50552,9.1,5
50502108425,0.2164,Mirrabooka,2883.175468,6,2
50502108426,0.1359,Warwick Grove,3879.547095,11.8,6
50502108427,0.1671,Mirrabooka,3158.733941,7.6,3
50502108428,0.1908,Warwick Grove,3365.001687,11.3,6
50502108429,0.3404,Warwick Grove,3199.546073,8.7,4
50502108430,0.3073,Warwick Grove,3668.144247,11.1,6
50502108431,0.1911,Warwick Grove,3552.450696,9,5
50502108432,0.129,Innaloo,3603.344952,11.9,7
50502108433,0.3358,Innaloo,3666.113555,11.7,6
50502108434,0.1634,Mirrabooka,2785.297693,5.9,2
50502108435,0.1146,Mirrabooka,2868.125707,6.2,2
50502108436,0.1083,Mirrabooka,2889.81208,6.2,2
50502108437,0.1274,Mirrabooka,2978.174701,6.7,3
50502108501,0.1584,Mirrabooka,1912.753438,5.2,2
50502108502,0.1343,Mirrabooka,1987.854827,5.4,2
50502108503,0.1752,Mirrabooka,1658.986137,4.5,1
50502108504,0.2109,Warwick Grove,1549.685578,5.8,2
50502108505,0.1225,Mirrabooka,1887.93726,4.1,1
50502108506,0.2343,Mirrabooka,2039.467838,5.8,2
50502108507,0.1873,Mirrabooka,1433.538231,3.7,1
50502108508,0.1839,Mirrabooka,1350.542963,3.1,1
50502108509,0.1787,Mirrabooka,2114.56512,7.3,3
50502108510,0.1546,Mirrabooka,1420.141542,4.3,1
50502108511,0.1506,Mirrabooka,1185.031738,4.3,1
50502108512,0.1154,Mirrabooka,1542.644802,5,2
50502108513,0.2553,Mirrabooka,2521.46983,7,3
50502108514,0.1781,Mirrabooka,2247.872882,4.9,2
50502108515,0.1644,Mirrabooka,2218.605152,7.2,3
50502108516,0.219,Mirrabooka,2086.210796,6.1,2
50502108517,0.3695,Mirrabooka,2035.790028,5.4,2
50502108518,0.1201,Mirrabooka,1912.761395,5.1,2
50502108519,0.2044,Mirrabooka,1686.840645,4.8,2
50502108520,0.2911,Mirrabooka,1326.687301,4.5,1
50502108521,0.3771,Mirrabooka,866.5875002,3.6,1
50502108522,0.1639,Warwick Grove,1670.331674,6.1,2
50502108523,0.2727,Warwick Grove,2157.232341,7.2,3
50502108524,0.2249,Warwick Grove,1878.162086,6.4,3
50502108525,0.1973,Warwick Grove,2001.993879,7,3
50502108526,0.2286,Warwick Grove,2384.310343,7.3,3
50502108527,0.125,Warwick Grove,2384.327044,7.7,4
50502108528,0.4018,Mirrabooka,2760.131578,6.5,3
50502108529,0.1739,Warwick Grove,2730.402395,7.6,3
50502108530,0.1636,Mirrabooka,2580.928432,6.7,3
50502108531,0.1821,Mirrabooka,1592.133233,5.1,2
50502108532,0.1448,Mirrabooka,1676.725814,5.3,2
50502108533,0.1206,Mirrabooka,998.1178502,3.8,1
50502108534,0.5975,Mirrabooka,614.5402828,5.5,2
50502108535,0.1936,Mirrabooka,1199.245211,4.2,1
50502108536,0.1674,Mirrabooka,2018.705535,5.2,2
50502108537,0.1405,Mirrabooka,1705.210881,5.6,2
50502108538,0.8333,Mirrabooka,1455.586164,4.1,1
50502108539,0.1635,Mirrabooka,2097.686066,7,3
50502108540,0.0953,Mirrabooka,2281.659619,7.6,3
50502108541,0.2392,Mirrabooka,2336.758432,6.3,2
50502108542,0.2092,Mirrabooka,1892.840033,7,3
50502108543,0.1265,Mirrabooka,1304.846803,5,2
50502108544,0.0983,Mirrabooka,1690.036261,6.1,2
50502108601,0.4201,Mirrabooka,346.3250627,4.1,1
50502108602,0.3665,Mirrabooka,294.9983512,1.5,1
50502108603,0.1275,Mirrabooka,1945.959882,6.9,3
50502108604,0.1048,Morley,2093.230214,7,3
50502108605,0.1893,Morley,2835.153849,7.7,4
50502108606,0.1148,Morley,2590.300021,7.8,4
50502108607,0.1446,Morley,2805.420656,7.6,3
50502108608,0.2919,Morley,2585.142641,7.2,3
50502108609,0.151,Morley,2232.148137,7,3
50502108610,0.1048,Morley,1988.410629,7.9,4
50502108611,0.1106,Morley,2498.789929,7.5,3
50502108612,0.1464,Morley,2003.314462,6.6,3
50502108613,0.1735,Mirrabooka,2600.914927,6.2,2
50502108614,0.2672,Mirrabooka,2545.672727,6.1,2
50502108615,0.4192,Mirrabooka,3277.305688,9.3,5
