SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Walk time (min),Transit time (min),Wait time (min),Total travel time (min),Number of transfers,Travel time decile
12503148326,0.1268,Merrylands,1372.77273,14,13,0,27,0,6
12504158905,0.0973,Parramatta,1292.951428,14,9,0,23,0,4
20302104733,6.5266,Corio,6508.598297,14,37,1,52,1,10
20401105412,0.5655,Seymour,54492.50365,14,65,0,79,0,10
20501107909,0.5268,Warragul,1305.37681,14,1,0,15,0,2
20602111207,0.1093,Darebin,2179.307722,14,3,0,17,0,2
20804119519,0.1137,Oakleigh,3981.237102,14,18,0,32,0,7
21003123932,0.1167,Broadmeadows,4162.068087,14,23,0,37,0,8
21101126015,0.2084,Boronia,3430.989614,14,17,0,31,0,7
21202145411,0.1307,Dandenong,4756.764327,14,24,0,39,0,8
21302134223,0.1353,Newport,10662.58761,14,17,2,34,1,7
30305107326,0.1909,Browns Plains,4357.372437,14,15,0,29,0,6
30401108111,0.2366,Inala,6747.941611,14,26,3,44,1,9
30503112306,0.1243,Fortitude Valley,3635.461184,14,14,0,28,0,6
30901122503,0.2086,Palm Beach,3023.990677,14,6,0,20,0,3
31602142305,0.1053,Kawana Waters,2398.554995,14,4,0,18,0,3
31603142745,0.6233,Maroochydore,846.4427042,14,0,0,14,0,2
40106102109,0.1691,Enfield,747.5363261,14,0,0,14,0,2
40401109413,0.1084,Kilkenny,2847.589032,14,12,1,27,1,6
40402109902,0.1403,Port Adelaide,3096.17418,14,8,0,22,0,4
50501107732,0.1413,Joondalup,908.8551919,14,0,0,14,0,2
50503109815,0.2047,Mirrabooka,2837.364626,14,14,0,28,0,6
50702116410,0.2073,Fremantle,2125.473766,14,8,0,22,0,4
50702116633,0.4945,Fremantle,2715.038091,14,14,0,28,0,6
51002127010,0.537,South Hedland,873.5153784,14,0,0,14,0,2
60105103314,0.0829,Hobart,727.4280565,14,0,0,14,0,2
80105106110,0.1696,Braddon,4772.97096,14,8,0,23,0,4
10106154304,0.4262,Young,757.7543911,14,0,0,14,0,2
10202104523,0.1134,Lake Haven,3976.800517,14,9,0,23,0,4
10303107027,0.7444,Lithgow,2412.048568,14,13,0,27,0,6
10602111606,0.7763,Maitland,4533.115487,14,13,0,27,0,6
10604112613,0.5501,Muswellbrook,2575.118037,14,11,0,25,0,5
11202124608,0.5156,Lismore,6371.05847,14,25,0,39,0,8
11203125411,0.1519,Tweed Heads,2443.230613,14,8,0,22,0,4
11401127909,0.5946,Nowra,24349.68552,14,45,0,59,0,10
11501155830,0.1504,Hornsby,5000.621343,14,32,0,46,0,9
11701132126,0.0719,Maroubra,2976.993179,14,10,0,24,0,5
12104141317,0.1025,Chatswood,4081.75943,14,20,0,34,0,8
12403145837,0.1411,Penrith,4196.333216,14,12,0,26,0,5
20803118834,0.102,Cheltenham,847.245799,14,0,0,14,0,2
20902120830,0.1742,Darebin,3811.232059,14,15,0,29,0,6
20904121914,0.1076,Epping,1094.19846,14,4,0,18,0,3
21101125426,0.5248,Boronia,3079.797462,14,12,0,26,0,5
21102126203,0.5042,Ringwood,9126.178922,14,26,3,44,1,9
21201128938,0.8055,Pakenham,15805.06572,14,30,0,44,0,9
21305146809,0.2039,Werribee,1806.300169,14,3,0,17,0,2
21503140516,0.6196,Swan Hill,26187.81397,14,35,0,49,0,9
30803122202,0.2781,Rockhampton,3785.42444,14,13,0,27,0,6
30906124923,0.73,Nerang,4776.7978,14,45,4,63,2,10
31106133102,0.139,Woodridge,1079.592678,14,1,0,15,0,2
31401138239,0.1384,Mitchelton,5576.461633,14,16,2,32,1,7
31602142113,0.2051,Caloundra,1509.810961,14,5,0,19,0,3
31605154310,0.2168,Noosa,10017.37491,14,16,0,30,0,7
31606144024,0.4507,Nambour,17771.74814,14,46,0,60,0,10
40301105736,0.1137,Glenelg,996.6304133,14,2,0,16,0,2
40304107419,0.2391,Noarlunga,1403.143702,14,5,0,20,0,3
40401109301,0.1938,Kilkenny,2632.698658,14,9,0,23,0,4
50501107011,0.2516,Joondalup,5753.03513,14,17,0,31,0,7
50705118551,1.2079,Rockingham,6792.852377,14,35,14,63,1,10
80105105813,0.2611,Braddon,1490.348474,14,3,0,17,0,2
80106106905,0.2681,Woden,4447.622535,14,14,0,28,0,6
10402108940,0.1971,Coffs Harbour,7896.492006,14,30,0,44,0,9
11103122202,0.1491,Charlestown,1497.756263,14,5,0,19,0,3
11203155219,0.1515,Tweed Heads,946.3894922,14,2,0,16,0,2
11703132927,0.029,Darlinghurst,847.7971416,14,0,0,14,0,2
11703133513,0.0879,Redfern,810.4617964,14,0,0,14,0,2
11901135810,0.1577,Bankstown,4719.633358,14,18,0,32,0,7
11901135947,0.1466,Bankstown,5404.187029,14,30,0,44,0,9
11902136456,0.0912,Campsie,1966.417169,14,6,0,20,0,3
12002138850,0.035,Leichhardt,1661.739974,14,6,0,20,0,3
12101140031,0.1427,Chatswood,3391.334981,14,19,2,35,1,8
12104141704,0.1034,Darlinghurst,4220.996017,14,19,0,33,0,7
12203142625,0.0247,Northern Beaches,2993.554716,14,8,0,22,0,4
20302103703,0.1273,Geelong,4310.94169,14,17,0,31,0,7
20302104143,0.1016,Geelong,6618.178192,14,19,0,33,0,7
20602111104,0.1331,Darebin,2948.811567,14,5,0,19,0,3
20604112603,0.0439,South Melbourne,800.8963423,14,0,0,14,0,2
20803118916,0.1059,Cheltenham,8605.95457,14,12,0,26,0,5
20804119424,0.1129,Windsor,3167.788289,14,9,0,23,0,4
20904122404,0.2254,Epping,26232.76731,14,69,3,86,2,10
21103145002,0.1406,Ringwood,4803.553952,14,15,0,29,0,6
21205132141,0.1597,Glen Waverley,2359.137817,14,6,0,20,0,3
21205132431,0.2524,Glen Waverley,2899.987438,14,11,0,25,0,5
21301133230,0.0928,Watergardens,3138.836709,14,23,0,37,0,8
21301134027,0.116,Watergardens,1219.586278,14,3,0,17,0,2
21302134204,0.2259,Newport,10131.4106,14,21,2,38,1,8
21703147218,0.365,Colac,841.6050373,14,1,0,16,0,2
30910126709,0.2918,Southport,5012.892489,14,40,0,54,0,10
31403139123,0.0713,Strathpine,2982.766789,14,13,0,27,0,6
31601141432,1.0761,Maroochydore,5992.974375,14,25,0,39,0,8
40204104837,0.1208,Salisbury,3644.307868,14,22,0,36,0,8
50602112311,0.2962,Victoria Park,816.3142995,14,0,0,14,0,2
80107108604,0.1044,Tuggeranong,1387.531318,14,3,0,17,0,2
10102100809,3.2796,Queanbeyan,3417.858632,14,13,0,27,0,6
10601111227,0.1798,Singleton,2550.903609,14,16,0,30,0,7
11203125118,1.2714,Murwillumbah,2771.872642,14,17,0,31,0,7
11402128507,0.6373,Bowral,15392.58138,14,27,0,41,0,9
11601156107,0.1405,Blacktown,1725.865897,14,8,0,22,0,4
11603131320,0.1311,Mt Druitt,4243.522953,14,15,0,29,0,6
11603131759,0.0235,Mt Druitt,727.7037265,14,0,0,14,0,2
12002138845,0.1262,Leichhardt,850.0568141,14,0,0,14,0,2
12302143844,0.0834,Campbelltown,4796.349453,14,12,0,26,0,5
12403146121,0.1968,Penrith,2490.276305,14,12,0,26,0,5
12702150906,0.1678,Liverpool,6649.65391,14,34,0,48,0,9
12702151030,0.1395,Cabramatta,6414.697737,14,35,0,49,0,9
20903120958,0.7304,Greensborough,4666.455213,14,14,0,28,0,6
21101125423,0.1262,Rowville,2377.922946,14,4,0,18,0,3
21202145332,0.1082,Dandenong,3454.350008,14,18,0,32,0,7
21205131908,0.1445,Oakleigh,4219.729271,14,23,0,37,0,8
21305136948,0.227,Werribee,4436.058154,14,10,0,24,0,5
21401137311,0.2613,Frankston,2975.933264,14,6,0,21,0,4
21502146931,0.3405,Mildura,914.8767097,14,0,0,14,0,2
30101100330,0.1173,Capalaba,5119.629563,14,20,0,34,0,8
30102101238,3.8409,Cleveland,4550.14009,14,11,0,25,0,5
30303106602,0.1387,Upper Mt Gravatt,1675.738504,14,5,0,19,0,3
30306107902,0.1807,Upper Mt Gravatt,2633.507714,14,15,0,29,0,6
30402109005,0.2951,Toowong,6483.220405,14,21,0,35,0,8
30602114720,0.2679,Cairns Earlville,8256.485284,14,21,0,35,0,8
30803120822,0.2575,Rockhampton,2855.436069,14,12,0,26,0,5
30907125110,0.2294,Biggera Waters,10691.6394,14,37,1,53,1,10
31401138330,0.2337,Strathpine,4122.476265,14,16,0,30,0,7
40104101630,0.159,Norwood,5526.873736,14,16,0,30,0,7
40204104023,0.2866,Modbury,3448.559842,14,10,0,25,0,5
40204104842,0.1419,Salisbury,3925.287078,14,22,0,36,0,8
40205105501,0.2297,Modbury,3247.825442,14,8,0,22,0,4
40303106917,0.1922,Norwood,6211.380956,14,20,0,34,0,7
50502108422,2.4867,Warwick Grove,2209.427691,14,6,0,20,0,3
50701114816,0.2324,Success,1147.179688,14,11,0,25,0,5
51001126520,0.3692,Kununurra,961.2837816,14,0,0,14,0,2
51003127219,0.603,Karratha,4806.058863,14,20,0,34,0,8
10402108446,0.3466,Coffs Harbour,1819.183914,14,7,0,21,0,4
10402108943,0.2311,Coffs Harbour,8049.975732,14,39,0,53,0,10
10601110911,0.849,Cessnock,10010.01115,14,37,0,52,0,10
10603111902,0.1246,Nelson Bay,7964.521759,14,33,0,48,0,9
10804116223,1.5834,Port Macquarie,13113.12932,14,30,0,44,0,9
10804116429,0.1839,Port Macquarie,1177.885359,14,3,0,17,0,2
11103122204,0.2331,Charlestown,1848.210235,14,9,0,23,0,4
11501129027,0.1696,Baulkham Hills,1002.946933,14,2,0,16,0,2
11601130633,0.0921,Blacktown,4490.230644,14,20,0,34,0,8
11602131236,0.5795,Mt Druitt,5919.978146,14,31,0,45,0,9
11901135701,0.2047,Bankstown,2612.881347,14,9,0,23,0,4
11901135842,0.1542,Bankstown,5153.731621,14,24,0,38,0,8
12003139302,0.0967,Campsie,1724.273679,14,5,0,19,0,3
12302143604,0.2345,Campbelltown,1091.710781,14,7,0,21,0,4
12302143642,0.3761,Campbelltown,1780.070105,14,8,0,22,0,4
12302144331,0.1134,Ingleburn,3241.034926,14,9,0,23,0,4
12504158931,0.0229,Merrylands,2997.289358,14,18,0,32,0,7
12701159422,0.0615,Liverpool,6032.818418,14,31,0,45,0,9
20103101705,1.5715,Maryborough,21622.57553,14,23,0,37,0,8
20402106624,0.1675,Wangaratta,1733.308587,14,3,0,17,0,2
20802117607,0.0818,Oakleigh,3627.846761,14,15,0,29,0,6
20802117824,0.0848,Windsor,4065.746608,14,14,0,28,0,6
20901119737,0.1042,Greensborough,2396.737529,14,8,0,22,0,4
20901120306,0.1547,Heidelberg,2590.711844,14,7,0,21,0,4
20904122415,2.6571,Epping,33463.11937,14,68,2,84,1,10
20904143022,0.1159,Greensborough,13699.91344,14,32,3,49,2,9
21201129262,0.2097,Pakenham,4166.462934,14,14,0,28,0,6
21301133721,0.1617,Sunshine,2490.788942,14,7,0,21,0,4
21303135117,0.0688,Footscray,3456.50417,14,6,0,20,0,3
30101100332,0.1387,Capalaba,4930.505888,14,20,0,34,0,8
30202103118,0.1396,Chermside,2541.557249,14,7,0,21,0,4
30503113016,0.1423,Fortitude Valley,2313.824619,14,8,0,22,0,4
30902123402,0.0913,Palm Beach,843.4290842,14,0,0,14,0,2
31701145407,0.2656,Toowoomba,1823.445276,14,6,0,20,0,3
31901149311,0.573,Bundaberg,14147.16129,14,35,0,49,0,9
31905152404,1.0521,Maryborough,3006.744998,14,3,0,17,0,2
40202102832,0.1088,Elizabeth,5171.295583,14,20,0,35,0,8
40202103411,0.3036,Elizabeth,4559.296983,14,7,0,21,0,4
50403105617,0.156,Mirrabooka,4027.892689,14,14,0,28,0,6
50403106511,0.1804,Midland,2810.131165,14,13,0,27,0,6
50501107111,0.1211,Joondalup,3527.760985,14,9,0,23,0,4
50603112413,0.724,Cannington,850.7374002,14,0,0,14,0,2
50701115803,1.5277,Fremantle,4168.243556,14,9,0,23,0,4
50701116012,0.1893,Fremantle,7946.857406,14,20,0,34,0,8
51103128014,2.2725,Kalgoorlie,4113.192084,14,14,0,28,0,6
11004120212,0.1757,Tamworth,3965.040149,14,15,0,29,0,6
11004120334,0.6187,Tamworth,6968.420073,14,12,0,26,0,5
11101120816,0.1417,Charlestown,982.3495305,14,7,0,22,0,4
11103122428,0.0979,Newcastle,1129.009407,14,1,0,15,0,2
11601156006,0.1581,Blacktown,2381.746698,14,6,0,20,0,3
11603131543,0.1499,Mt Druitt,3864.319116,14,20,0,34,0,8
11603131801,3.7027,Blacktown,3871.484802,14,33,0,47,0,9
11802156413,0.0233,Redfern,2480.288762,14,10,0,24,0,5
11901135837,0.1422,Bankstown,5691.742734,14,25,0,39,0,8
11902157318,0.0473,Campsie,2902.01634,14,4,0,19,0,3
12001138539,0.0829,Leichhardt,3053.981628,14,14,0,28,0,6
12003139218,0.1262,Campsie,2213.091709,14,2,0,16,0,2
12003139615,0.097,Burwood,1738.00692,14,7,0,21,0,4
12302144226,0.1021,Ingleburn,2527.087149,14,11,0,25,0,5
12303144734,0.185,Bowral,26780.59316,14,40,0,54,0,10
12802153519,0.702,Sutherland,5229.78637,14,16,0,30,0,7
20302104625,0.178,Geelong,2800.34848,14,15,0,29,0,6
20802117450,0.1295,Cheltenham,5469.451521,14,8,0,22,0,4
20802117735,0.0907,Windsor,3649.243463,14,13,0,27,0,6
20802118216,0.1051,Oakleigh,4541.315065,14,17,0,31,0,7
20803118701,0.3809,Frankston,10104.44999,14,19,1,34,1,8
21005124515,0.1154,Airport West,1919.063395,14,14,0,28,0,6
21105127614,1.4371,Lilydale,18124.55018,14,51,12,77,1,10
21302134126,0.11,Newport,6731.08415,14,13,0,27,0,6
21305136558,0.1098,Werribee,5246.944141,14,16,0,30,0,7
21402137817,0.7856,Rosebud,14447.6683,14,165,2,182,1,10
30204104105,0.1061,Strathpine,5199.597247,14,23,0,37,0,8
30204104615,0.3696,Chermside,2464.847592,14,8,0,22,0,4
30301105106,0.8564,Stones Corner,6515.628039,14,23,0,37,0,8
30503113107,0.0857,Nundah,2950.68752,14,6,0,20,0,3
30605117021,0.6722,Mareeba,911.473123,14,0,0,14,0,2
31106133507,0.1653,Woodridge,2861.992209,14,10,0,24,0,5
31701145205,0.1226,Toowoomba,4319.061282,14,17,0,31,0,7
31802146712,0.1455,Townsville Jobseekers,856.822546,14,0,0,14,0,2
40202103423,0.1681,Elizabeth,3877.326177,14,15,0,29,0,6
40403110717,0.5243,Torrensville,2394.071868,14,11,0,25,0,5
40504112408,0.3022,Kadina,830.286117,14,0,0,14,0,2
50503110405,0.2785,Warwick Grove,2004.473236,14,6,0,20,0,3
60102100503,1.8691,Rosny Park,8070.537694,14,23,0,37,0,8
60104102220,0.9244,Kingston,1989.557501,14,7,0,21,0,4
10201104321,0.8026,Gosford,3710.954101,14,20,0,34,0,8
10704114447,0.2325,Corrimal,3537.895673,14,13,0,27,0,6
10804116308,0.3438,Port Macquarie,2309.917368,14,8,0,22,0,4
11103122322,0.1573,Raymond Terrace,8143.929903,14,17,0,31,0,7
11501155619,0.1421,Baulkham Hills,1782.783579,14,5,0,19,0,3
11504130244,0.5984,Rouse Hill,1304.163864,14,4,0,18,0,3
11904138143,0.0669,Rockdale,795.6007955,14,0,0,14,0,2
12003157551,0.0087,Burwood,1143.810855,14,2,0,16,0,2
12302143631,0.1654,Campbelltown,2471.634825,14,15,0,29,0,6
12405146917,0.051,Mt Druitt,4173.331216,14,16,0,30,0,7
12702151033,0.1709,Cabramatta,5323.682583,14,37,0,51,0,10
12802153430,0.3377,Sutherland,3368.582242,14,25,0,39,0,8
20603111450,0.084,Newmarket,4062.845154,14,6,0,20,0,3
20701115126,0.1679,Camberwell,1690.822262,14,5,0,19,0,3
20901120004,0.1311,Heidelberg,1717.586721,14,7,0,21,0,4
20903120919,0.2019,Greensborough,4517.907211,14,13,0,27,0,6
21101144819,0.1086,Boronia,4047.438726,14,17,0,31,0,7
21202129507,0.1707,Dandenong,2332.677251,14,15,0,30,0,6
21302134218,0.1524,Sunshine,11991.17209,14,45,7,66,1,10
21402138420,0.23,Rosebud,1570.650853,14,17,3,34,1,8
30103102122,0.0904,Wynnum,1894.961083,14,11,0,25,0,5
30202103123,0.0707,Chermside,3207.08505,14,11,0,25,0,5
30602115409,0.2077,Cairns Earlville,1444.056641,14,8,0,22,0,4
31004130414,0.1144,Goodna,6603.859356,14,24,0,38,0,8
31106133604,0.1839,Woodridge,883.5523996,14,0,0,14,0,2
31302136507,1.4653,Caboolture,2139.630238,14,25,0,39,0,8
31606144303,0.8615,Nambour,9584.162641,14,18,0,32,0,7
31606144304,4.7009,Nambour,8595.323683,14,20,0,34,0,8
31701145828,0.1732,Toowoomba,9140.310544,14,54,0,68,0,10
31802147414,0.2939,Townsville Jobseekers,1678.06922,14,3,0,17,0,3
31901149613,1.6215,Bundaberg,2057.765603,14,5,0,19,0,3
31904151711,0.5534,Hervey Bay,7672.654541,14,15,0,29,0,6
40202102838,0.151,Elizabeth,4547.43577,14,13,0,28,0,6
40302105928,0.1601,Marion,5846.227195,14,14,0,29,0,6
40302106318,0.2369,Marion,5920.297528,14,18,0,32,0,7
40303106834,0.1575,Marion,4690.182008,14,20,0,34,0,8
40304107705,0.1815,Marion,7039.098836,14,30,0,44,0,9
50301103101,0.1053,Fremantle,7621.649982,14,14,0,28,0,6
50501107604,0.1468,Joondalup,3609.905412,14,9,0,23,0,4
50601111042,0.5621,Armadale (WA),2532.969216,14,12,0,26,0,5
50604113434,0.1609,Gosnells,1322.54466,14,7,0,21,0,4
50701115303,0.2117,Success,6229.308334,14,15,4,33,1,7
51101127412,0.2823,Esperance,800.0359873,14,0,0,14,0,2
60105102812,0.206,Hobart,3388.312953,14,12,0,26,0,5
60401108305,0.2042,Devonport,17140.1982,14,32,27,74,1,10
80105105605,0.4514,Braddon,3452.179101,14,22,0,36,0,8
11101120608,0.1007,Toronto,6783.136365,14,45,10,69,1,10
11603131915,0.1154,Mt Druitt,1489.041053,14,2,0,16,0,2
11902157402,0.0594,Campsie,3307.228314,14,6,0,21,0,4
12101140061,0.0302,Chatswood,4360.454076,14,21,0,35,0,8
12104141322,0.0945,Chatswood,4742.068034,14,30,0,44,0,9
12301143503,0.0902,Campbelltown,4889.059173,14,20,0,34,0,8
12403145819,0.1621,Penrith,3145.958353,14,15,0,29,0,6
12405158017,0.2092,St Marys,2887.588747,14,10,0,24,0,5
12701159420,0.1313,Liverpool,5764.826327,14,27,0,41,0,9
20602111118,0.1302,Darebin,3935.073187,14,16,0,30,0,7
20602111229,0.1171,Darebin,1845.069884,14,3,0,17,0,3
20701114836,0.0922,Heidelberg,3278.330009,14,15,4,33,1,7
20702115715,0.2296,Box Hill,4862.743975,14,21,0,35,0,8
20801117026,0.4565,Cheltenham,5540.445646,14,25,0,39,0,8
20802117406,0.151,Oakleigh,4081.665289,14,19,0,33,1,7
20802117739,0.0931,Windsor,3434.087816,14,12,0,26,0,5
20903121324,1.0372,Greensborough,8536.424541,14,19,0,33,1,7
21103126746,0.1226,Ringwood,2279.533077,14,3,0,17,0,3
21104127005,0.1567,Ringwood,2792.523973,14,15,0,29,0,6
21105127622,13.368,Lilydale,20267.07714,14,61,32,107,1,10
21202129705,0.1559,Fountain Gate,2422.904221,14,5,0,20,0,3
21401137343,0.3903,Frankston,4984.441344,14,20,0,34,0,8
30303106516,0.5503,Upper Mt Gravatt,849.0146143,14,0,0,14,0,2
30502111412,0.1191,Fortitude Valley,2582.398659,14,19,0,33,0,7
30503112903,0.0718,Fortitude Valley,2614.145199,14,8,0,22,0,4
30906124847,0.6526,Nerang,747.8817526,14,0,0,14,0,2
31701144624,0.1666,Toowoomba,2962.181329,14,16,0,30,0,7
31701145401,0.3341,Toowoomba,2330.856292,14,6,0,20,0,3
31802148209,0.1034,Seniors & Carers Townsville,1776.372686,14,9,0,23,0,4
31904151802,0.3081,Hervey Bay,837.8724612,14,0,0,14,0,2
40104101545,0.1785,Modbury,5672.320593,14,17,2,33,1,7
40301105616,0.1406,Marion,2111.653474,14,4,0,19,0,3
40301105625,0.1267,Marion,1900.579038,14,5,0,19,0,3
40302105924,0.9919,Marion,5367.032083,14,13,0,27,0,6
40401109505,0.2079,Port Adelaide,4771.456619,14,13,0,27,0,6
50201102407,0.2447,Mandurah,1823.783135,14,4,0,18,0,3
50201102501,0.2619,Mandurah,1344.258775,14,4,0,18,0,3
50501107926,0.2727,Joondalup,4467.842716,14,14,0,28,0,6
50502109733,0.2514,Morley,4529.50776,14,24,0,38,0,8
50605113904,0.2072,Midland,5850.875719,14,24,0,38,0,8
50704117815,0.4753,Fremantle,7256.625445,14,23,0,37,0,8
51103127812,0.2097,Kalgoorlie,3200.466985,14,8,0,22,0,4
70104103816,2.2032,Palmerston,2612.624176,14,8,0,22,0,4
10602111552,0.3361,Maitland,6452.637441,14,19,14,48,1,9
10901117427,0.2125,Albury,891.8121633,14,0,0,14,0,2
11102121615,0.3042,Toronto,12839.56193,14,62,2,78,1,10
11103123405,0.1243,Mayfield,2782.045015,14,21,0,36,0,8
11303126936,0.2027,Wagga Wagga,4579.444815,14,26,0,41,0,9
11502129715,1.6608,Hornsby,6143.033739,14,61,3,78,1,10
12103141006,0.2053,Hornsby,5965.98544,14,20,0,34,0,8
12403146516,0.4858,Penrith,17724.60915,14,38,0,52,0,10
12405158019,0.2388,St Marys,1822.625708,14,7,0,21,0,4
12801153021,0.1154,Caringbah,2868.98678,14,13,0,27,0,6
20302104229,0.1751,Geelong,4974.374611,14,19,0,33,0,7
20602111126,0.1222,Darebin,3633.439996,14,7,0,21,0,4
20605113029,0.0795,South Melbourne,2614.352582,14,6,0,20,0,3
20701114612,0.1222,Camberwell,3693.029257,14,10,0,24,0,5
20702115719,0.529,Box Hill,4220.835166,14,20,0,34,0,8
20801117019,0.1114,Windsor,6528.283102,14,22,0,36,0,8
20904122342,0.1578,Epping,3011.675524,14,9,0,23,0,4
21101144646,0.2204,Boronia,1287.142724,14,2,0,16,0,2
21202129466,0.1069,Fountain Gate,5881.424109,14,13,0,28,1,6
21204131150,0.2899,Dandenong,6091.402163,14,20,0,34,0,8
30304106902,0.1059,Upper Mt Gravatt,2634.674039,14,17,0,31,0,7
30305107218,0.1076,Browns Plains,5147.250727,14,18,6,39,1,8
30504113303,0.1197,Toowong,1207.73933,14,2,0,16,0,2
30601114221,0.4604,Smithfield (Shopfront),4862.737016,14,20,0,34,0,8
30907125237,0.3251,Biggera Waters,6067.747426,14,12,0,26,0,5
30910126718,0.1807,Southport,3765.913838,14,14,0,28,0,6
31103131121,0.3475,Browns Plains,3574.842674,14,18,0,32,0,7
31601141509,0.221,Kawana Waters,3993.421491,14,17,0,31,0,7
40301105712,0.219,Glenelg,2103.052675,14,6,0,20,0,3
40303106602,0.1856,Marion,2882.021874,14,10,0,25,0,5
40401109019,0.2253,Kilkenny,2921.640027,14,11,0,25,0,5
50502108436,0.1083,Mirrabooka,2889.81208,14,8,0,22,0,4
50503110360,0.3003,Warwick Grove,4456.892371,14,14,0,28,0,6
50701116022,0.1339,Fremantle,5889.883228,14,17,0,31,0,7
50704118302,0.3523,Fremantle,6020.639328,14,20,0,34,0,8
50705118702,0.0962,Rockingham,9783.178188,14,25,7,46,1,9
50901123309,0.6944,Albany,4196.678861,14,15,0,29,0,6
70101100404,0.5214,Darwin,3192.699151,14,12,0,26,0,5
80109109901,0.4193,Woden,717.1271524,14,0,0,14,0,2
11101120935,0.1837,Wallsend,4089.454362,14,13,0,27,0,6
11203125003,1.0705,Tweed Heads,10507.69293,14,28,0,42,0,9
11203125226,3.8188,Murwillumbah,4883.761136,14,8,0,22,0,4
11401127719,1.1862,Nowra,2828.109246,14,14,0,28,0,6
12001138450,0.0189,Burwood,2565.408987,14,11,0,25,0,5
12104141529,0.0522,Darlinghurst,5908.824436,14,28,0,42,0,9
12403146116,0.2,Penrith,3577.686488,14,16,0,30,0,7
12802153617,0.2108,Sutherland,2203.530865,14,3,0,17,0,3
20604111718,0.0661,South Melbourne,4136.581901,14,26,0,40,0,9
20604112302,0.0909,South Melbourne,2778.162855,14,15,0,29,0,6
20802117405,0.1345,Oakleigh,4432.752133,14,22,0,36,1,8
20903121307,0.1648,Greensborough,2239.328292,14,11,0,25,0,5
21005124943,0.095,Broadmeadows,6646.539572,14,32,0,46,0,9
21104127321,0.2102,Glen Waverley,2651.792225,14,12,0,27,0,6
21105127626,1.1997,Lilydale,11288.38289,14,24,0,38,0,8
21303134915,0.1235,Footscray,2976.724562,14,20,0,34,0,8
21401137310,0.1248,Frankston,3206.159016,14,6,0,21,0,4
21402137932,0.1555,Hastings,835.0093149,14,0,0,14,0,2
21402138418,0.3263,Rosebud,959.9076388,14,0,0,14,0,2
21603141715,0.2336,Shepparton,3547.168275,14,23,0,37,0,8
30202102807,0.0639,Chermside,805.8761728,14,0,0,14,0,2
30302105317,0.0575,Stones Corner,1142.527023,14,2,0,16,0,2
30602115315,0.2084,Cairns Earlville,6667.940454,14,16,0,30,0,7
30703118937,0.717,Warwick,1064.753147,14,0,0,14,0,2
30903123525,0.0925,Biggera Waters,1618.294074,14,6,0,20,0,3
30906124922,0.3123,Nerang,5333.711935,14,43,4,61,2,10
30909154007,0.1608,Southport,1954.964572,14,6,0,20,0,3
30910127002,0.1439,Southport,4362.41991,14,11,0,25,0,5
31401138520,0.0806,Strathpine,5045.029822,14,15,0,29,0,6
31605143518,0.3281,Noosa,1049.420208,14,3,0,17,0,3
40102100703,0.6592,Mt Barker,773.6595559,14,0,0,14,0,2
40304108507,0.0825,Noarlunga,2496.484735,14,10,0,25,0,5
50502109706,0.2662,Morley,4277.863536,14,17,0,31,0,7
50604113209,0.4467,Gosnells,4060.105856,14,9,0,23,0,4
50701115404,0.3174,Fremantle,5028.950108,14,17,0,31,0,7
80101101101,0.5934,Belconnen,4196.470333,14,10,0,24,0,5
10102101015,0.0864,Queanbeyan,837.4188472,14,0,0,14,0,2
11101120612,0.2459,Charlestown,6194.887388,14,13,0,27,0,6
11101121022,0.2603,Charlestown,4609.390285,14,10,0,24,0,5
11103122520,0.0738,Mayfield,2793.125402,14,21,0,36,0,8
11301125639,0.3848,Griffith,2013.145131,14,5,0,19,0,3
11401127834,0.4352,Nowra,880.0332799,14,0,0,14,0,2
11502129748,12.0908,Hornsby,3834.132995,14,60,21,95,2,10
11603131313,0.0748,Mt Druitt,1879.415206,14,8,0,22,0,4
12101139911,0.0303,Chatswood,1658.217387,14,7,0,21,0,4
12101139942,0.0339,Chatswood,1448.381155,14,7,0,21,0,4
12701159607,0.1695,Ingleburn,6065.159255,14,24,3,41,1,9
20201101829,0.2076,Bendigo,1577.203685,14,5,0,19,0,3
20502108423,0.6563,Bairnsdale,39458.59873,14,63,0,77,0,10
20604112407,0.5403,South Melbourne,3869.550513,14,24,0,38,0,8
20605113014,0.0981,Newport,3335.529698,14,36,0,51,1,9
20802117732,0.0613,Windsor,3756.700879,14,12,0,26,0,5
20803119326,0.1596,Cheltenham,5379.853837,14,14,1,30,1,6
21005144107,0.0834,Broadmeadows,10344.13737,14,18,8,40,1,9
21205132522,0.1653,Springvale,4054.638035,14,10,0,25,0,5
21301133538,0.0666,Sunshine,3555.573054,14,22,0,37,0,8
21402138346,0.3373,Rosebud,5236.816476,14,12,0,26,0,5
21701142002,0.9033,Hamilton,58158.88071,14,55,0,69,0,10
30103101915,0.2604,Wynnum,4758.295651,14,11,0,25,0,5
30302105602,0.0852,Stones Corner,3974.015077,14,11,0,25,0,5
31106133318,0.1819,Woodridge,1751.700207,14,4,0,18,0,3
31301136323,0.4057,Margate,17900.62219,14,105,14,134,4,10
31401138638,0.1122,Mitchelton,4138.028899,14,10,0,24,0,5
31802147318,0.3017,Seniors & Carers Townsville,8852.774203,14,48,7,70,1,10
